name,mark,year,mileage,engine_power_kW,engine_power_hp,fuel_type,consumption_(l/100 km),ecology_(gCO2/km),gearbox,price,currency,country,engine_size,nr_of_accidents,color_exterior,color_interior,price_eur
opel tour 1.6 njoy apk aug. 2021 airco,opel,2002,180835.0,,,Petrol,,,Manual,2750.0,EUR,The Netherlands,1598.0,,unknown,unknown,2750.0
peugeot 106 1.6 rallye s2,peugeot,0,254000.0,,,Petrol,,,Manual,2950.0,EUR,The Netherlands,1587.0,,unknown,unknown,2950.0
fiat croma 1.9 jtd corporate,fiat,2008,195398.0,,,Diesel,,,Automatic,2900.0,EUR,The Netherlands,1910.0,,unknown,unknown,2900.0
volvo xc60 momentum 2wd*navi*t-leder*euro6*,volvo,2014,179900.0,,,Diesel,,,Manual,13534.0,EUR,The Netherlands,1969.0,,unknown,unknown,13534.0
mercedes benz g 63 amg mod. 2020*auslieferung*sofort*,mercedes,0,25.0,,,Petrol,,,Automatic,179998.0,EUR,The Netherlands,3982.0,,unknown,unknown,179998.0
skoda octavia combi classic,skoda,0,223990.0,,,Diesel,,,Manual,3353.0,EUR,The Netherlands,1598.0,,unknown,unknown,3353.0
fiat punto evo 0.9 twinair turbo sempre 100 pk | navigatie | cruise control |...,fiat,2018,21514.0,,,Petrol,,,Manual,11890.0,EUR,The Netherlands,875.0,,unknown,unknown,11890.0
volkswagen t-roc design 1.0 tsi 85 kw / 115 pk,volkswagen,2018,52959.0,,,Petrol,,,Manual,23500.0,EUR,The Netherlands,999.0,,unknown,unknown,23500.0
skoda octavia combi 1.4 tsi greentech style business navi/pano/camera/xenon,skoda,2017,42202.0,,,Petrol,,,Automatic,22800.0,EUR,The Netherlands,1395.0,,unknown,unknown,22800.0
mercedes benz c200 cdi automaat*zetelverwarming*navi*,mercedes,2013,70993.0,,,Diesel,,,Automatic,14900.0,EUR,The Netherlands,2143.0,,unknown,unknown,14900.0
mercedes benz b 180 parktronic*automatic*navi,mercedes,2014,64790.0,,,Petrol,,,Automatic,12400.0,EUR,The Netherlands,1595.0,,unknown,unknown,12400.0
mercedes benz e220 verwarmde zetels*parktronic*navigatie,mercedes,2016,36391.0,,,Diesel,,,Automatic,35000.0,EUR,The Netherlands,1950.0,,unknown,unknown,35000.0
seat leon comfort limited,seat,0,177000.0,,,Diesel,,,Automatic,2999.0,EUR,The Netherlands,1896.0,,unknown,unknown,2999.0
"opel mokka x 4x4 turbo 140 pk, leder, navi, automaat",opel,2016,70901.0,,,Petrol,,,Automatic,17950.0,EUR,The Netherlands,1364.0,,unknown,unknown,17950.0
"nissan micra 1.4 , airco",nissan,2002,196981.0,,,Petrol,,,Manual,750.0,EUR,The Netherlands,1348.0,,unknown,unknown,750.0
volkswagen polo polo gt 1.4 tsi bmt + navi + pano + camera + full+ marge,volkswagen,2015,71000.0,,,Petrol,,,Manual,13950.0,EUR,The Netherlands,1395.0,,unknown,unknown,13950.0
suzuki swift 1.2 base,suzuki,2011,122573.0,,,Petrol,,,Manual,4750.0,EUR,The Netherlands,1242.0,,unknown,unknown,4750.0
opel insignia 1.6 t sport,opel,2010,107906.0,,,Petrol,,,Manual,9499.0,EUR,The Netherlands,1598.0,,unknown,unknown,9499.0
skoda karoq style 1.5 tsi dsg navi/trekhaak/led,skoda,2020,1023.0,,,Petrol,,,Automatic,35900.0,EUR,The Netherlands,1498.0,,unknown,unknown,35900.0
mercedes benz e-klasse e280 cdi sport advandgarde nieuwstaat,mercedes,2007,363000.0,,,Diesel,,,Automatic,8900.0,EUR,The Netherlands,2987.0,,unknown,unknown,8900.0
mercedes benz viano 2.2 cdi trend lang,mercedes,2007,191000.0,,,Diesel,,,Automatic,11950.0,EUR,The Netherlands,2148.0,,unknown,unknown,11950.0
opel corsa 1.2-16v business,opel,2008,175002.0,,,Petrol,,,Manual,2949.0,EUR,The Netherlands,1229.0,,unknown,unknown,2949.0
hyundai i30 cw 1.4i i-drive cool,hyundai,2011,137661.0,,,Petrol,,,Manual,5749.0,EUR,The Netherlands,1396.0,,unknown,unknown,5749.0
mercedes benz sprinter 313 cdi lang airco,mercedes,2010,323424.0,,,Diesel,,,Manual,4450.0,EUR,The Netherlands,2143.0,,unknown,unknown,4450.0
chevrolet epica 2.5i executive bomvol opties 1e eigenaar!,chevrolet,2006,114063.0,,,Petrol,,,Automatic,2999.0,EUR,The Netherlands,2492.0,,unknown,unknown,2999.0
mercedes benz v-klasse 250 cdi marge 8-persoons,mercedes,2014,271526.0,,,Diesel,,,Automatic,29900.0,EUR,The Netherlands,2143.0,,unknown,unknown,29900.0
kia optima 1.7crdi optima 1.7crdi euro5b,kia,2014,110500.0,,,Diesel,,,Automatic,12500.0,EUR,The Netherlands,1685.0,,unknown,unknown,12500.0
volkswagen caddy maxi 1.6 comfortline 7p. apk feb. 2021,volkswagen,2010,216645.0,,,Petrol,,,Manual,8000.0,EUR,The Netherlands,1595.0,,unknown,unknown,8000.0
suzuki swift 1.5 exclusive airco,suzuki,2007,247009.0,,,Petrol,,,Manual,1400.0,EUR,The Netherlands,1490.0,,unknown,unknown,1400.0
opel mokka innovation ecoflex vast voll ausstatung,opel,2013,113000.0,,,Diesel,,,Manual,9999.0,EUR,The Netherlands,1686.0,,unknown,unknown,9999.0
alfa romeo spider 1.8 tbi pkw cabrio,alfa,2009,44500.0,,,Petrol,,,Manual,19900.0,EUR,The Netherlands,1742.0,,unknown,unknown,19900.0
renault clio 1.5 dci zen automaat  navi klima,renault,2017,126823.0,,,Diesel,,,Automatic,4500.0,EUR,The Netherlands,1461.0,,unknown,unknown,4500.0
opel astra 1.6 cdti 81kw bsn sports tourer navi klima,opel,2016,151702.0,,,Diesel,,,Manual,4950.0,EUR,The Netherlands,1598.0,,unknown,unknown,4950.0
volkswagen beetle lim. 2.0,volkswagen,0,212000.0,,,Petrol,,,Manual,690.0,EUR,The Netherlands,1984.0,,unknown,unknown,690.0
"volkswagen t5 transporter kasten 1,9 tdi anhã¤ngerkupplung",volkswagen,2006,354000.0,,,Diesel,,,Manual,2500.0,EUR,The Netherlands,1896.0,,unknown,unknown,2500.0
toyota avensis wagon 2.0 d-4d executive airco nieuwe apk,toyota,2005,379234.0,,,Diesel,,,Manual,2400.0,EUR,The Netherlands,1995.0,,unknown,unknown,2400.0
mercedes benz sprinter,mercedes,2012,356618.0,,,Diesel,,,Manual,8950.0,EUR,The Netherlands,2143.0,,unknown,unknown,8950.0
"renault mã©gane scã©nic 2.0 , airco",renault,2001,267839.0,,,Petrol,,,Manual,750.0,EUR,The Netherlands,1998.0,,unknown,unknown,750.0
opel agila 1.2-16v color edition hoge instap,opel,2003,201029.0,,,Petrol,,,Manual,1250.0,EUR,The Netherlands,1199.0,,unknown,unknown,1250.0
suzuki splash 1.0 vvt comfort airco,suzuki,2011,112682.0,,,Petrol,,,Manual,4799.0,EUR,The Netherlands,996.0,,unknown,unknown,4799.0
kia kia rio 1.3 rs visto sedan - airco - 7116,kia,2004,155919.0,,,Petrol,,,Manual,1250.0,EUR,The Netherlands,1343.0,,unknown,unknown,1250.0
"nissan micra 1.3 se , airco",nissan,1999,133522.0,,,Petrol,,,Manual,750.0,EUR,The Netherlands,1275.0,,unknown,unknown,750.0
toyota aygo 1.0-12v access airco (airco - radio/cd/mp3/aux,toyota,2010,173770.0,,,Petrol,,,Manual,3340.0,EUR,The Netherlands,998.0,,unknown,unknown,3340.0
ford transit kombi 300s 2.0tddi 9 pers/ apk,ford,2004,297790.0,,,Diesel,,,Manual,2195.0,EUR,The Netherlands,1998.0,,unknown,unknown,2195.0
skoda fabia 1.2 active (radio/cd - trekhaak),skoda,2013,66674.0,,,Petrol,,,Manual,5850.0,EUR,The Netherlands,1198.0,,unknown,unknown,5850.0
bmw 740d xdrive individual dvd-entertainment,bmw,2013,151746.0,,,Diesel,,,Automatic,23950.0,EUR,The Netherlands,2993.0,,unknown,unknown,23950.0
mitsubishi colt 1.5 invite nette auto!,mitsubishi,2005,223835.0,,,Petrol,,,Manual,1750.0,EUR,The Netherlands,1499.0,,unknown,unknown,1750.0
volkswagen t5 bus multivan highline,volkswagen,2014,183000.0,,,Diesel,,,Automatic,24900.0,EUR,The Netherlands,1968.0,,unknown,unknown,24900.0
land rover discovery sport td4 pure,rover,0,45700.0,,,Diesel,,,Manual,19784.0,EUR,The Netherlands,1999.0,,unknown,unknown,19784.0
audi a5 2.0 tdi dpf s-line *navi*teil-leder*alu*,audi,0,85000.0,,,Diesel,,,Automatic,17999.0,EUR,The Netherlands,1968.0,,unknown,unknown,17999.0
land rover range rover sport sdv6 hse dynamic *pano-dach*,rover,0,197000.0,,,Diesel,,,Automatic,28017.0,EUR,The Netherlands,2993.0,,unknown,unknown,28017.0
skoda fabia combi 1.2 tdi greenline businessline,skoda,2013,179729.0,,,Diesel,,,Manual,6900.0,EUR,The Netherlands,1199.0,,unknown,unknown,6900.0
peugeot 206 sw 1.4-16v xs (airco - trekhaak - electr. ramen voor - radio-cd),peugeot,2004,136678.0,,,Petrol,,,Manual,2740.0,EUR,The Netherlands,1360.0,,unknown,unknown,2740.0
toyota land cruiser 150 (j15) 2.8d grijs kent. airco keyles entry,toyota,2017,34422.0,,,Diesel,,,Manual,33820.0,EUR,The Netherlands,2755.0,,unknown,unknown,33820.0
porsche panamera gts matrix/acc/head-up/softclo/21turbo,porsche,0,6700.0,,,Petrol,,,Automatic,109159.0,EUR,The Netherlands,3996.0,,unknown,unknown,109159.0
opel vivaro 9-persoons 2.0 cdti l1h1 airco,opel,2011,214396.0,,,Diesel,,,Manual,8000.0,EUR,The Netherlands,1995.0,,unknown,unknown,8000.0
"mercedes benz sprinter ii kasten 319 v6 3,0 cdi",mercedes,2014,374000.0,,,Diesel,,,Manual,13804.0,EUR,The Netherlands,2987.0,,unknown,unknown,13804.0
opel zafira 1.8 111 years edition airco-nap,opel,2010,184422.0,,,Petrol,,,Manual,5749.0,EUR,The Netherlands,1796.0,,unknown,unknown,5749.0
chevrolet kalos 1.4 spirit 5 deurs airco apk dec. 2020,chevrolet,2005,176277.0,,,Petrol,,,Manual,1450.0,EUR,The Netherlands,1399.0,,unknown,unknown,1450.0
peugeot 206 sw 1.4 pop art 55kw,peugeot,2004,255901.0,,,Petrol,,,Manual,700.0,EUR,The Netherlands,1360.0,,unknown,unknown,700.0
honda civic hybrid 1.3 automaat airco,honda,2008,330962.0,,,Hybrid,,,Automatic,2450.0,EUR,The Netherlands,1300.0,,unknown,unknown,2450.0
peugeot 206 sw 1.6-16v xs,peugeot,2003,229721.0,,,Petrol,,,Manual,600.0,EUR,The Netherlands,1587.0,,unknown,unknown,600.0
mercedes benz vito 9 persoons xxl autm 113 cdi 343 incl btw (aftrekbaar) 15999 excl,mercedes,2013,165000.0,,,Diesel,,,Automatic,19350.0,EUR,The Netherlands,2143.0,,unknown,unknown,19350.0
mercedes benz vito 113 cdi 343 9 persoons xxl excl btw,mercedes,2013,165000.0,,,Diesel,,,Automatic,15999.0,EUR,The Netherlands,2143.0,,unknown,unknown,15999.0
skoda rapid 1.6 tdi greentech style,skoda,2016,85483.0,,,Diesel,,,Manual,12900.0,EUR,The Netherlands,1596.0,,unknown,unknown,12900.0
nissan qashqai + manual + airco + navi,nissan,2013,40956.0,,,Petrol,,,Manual,11950.0,EUR,The Netherlands,1598.0,,unknown,unknown,11950.0
"volkswagen golf 2.0 tsi gti performance 19 "" led navi camera facelift",volkswagen,2017,47944.0,,,Petrol,,,Manual,24500.0,EUR,The Netherlands,1984.0,,unknown,unknown,24500.0
mercedes benz gla-klasse gla 180 business solution amg automaat,mercedes,2019,15556.0,,,Petrol,,,Automatic,33900.0,EUR,The Netherlands,1595.0,,unknown,unknown,33900.0
mercedes benz gla-klasse gla 180 sport edition amg line automaat,mercedes,2019,502.0,,,Petrol,,,Automatic,39900.0,EUR,The Netherlands,1595.0,,unknown,unknown,39900.0
mercedes benz cla-klasse cla 180 progressive / advantage pack / apple carplay,mercedes,2020,4085.0,,,Petrol,,,Automatic,39900.0,EUR,The Netherlands,1332.0,,unknown,unknown,39900.0
mercedes benz g 320 cdi 5 deurs lang facelift,mercedes,2007,235000.0,,,Diesel,,,Automatic,36950.0,EUR,The Netherlands,2987.0,,unknown,unknown,36950.0
toyota land cruiser 120 3.0 d-4d executive,toyota,2005,304370.0,,,Diesel,,,Automatic,9950.0,EUR,The Netherlands,2982.0,,unknown,unknown,9950.0
volkswagen caddy maxi 1.9 tdi rolstoel vervoer airco,volkswagen,2009,456219.0,,,Diesel,,,Manual,2950.0,EUR,The Netherlands,1896.0,,unknown,unknown,2950.0
ford ka 1.2 trend (radio/cd/mp3 - electr. ramen voor - centr.deurvergr. met a...,ford,2009,129360.0,,,Petrol,,,Manual,3450.0,EUR,The Netherlands,1242.0,,unknown,unknown,3450.0
opel grandland x 1.2 turbo automaat 120 jaar edition (airco - cruise control ...,opel,2019,10965.0,,,Petrol,,,Automatic,29900.0,EUR,The Netherlands,1199.0,,unknown,unknown,29900.0
mercedes benz sprinter 315 cdi lang airco,mercedes,2009,251340.0,,,Diesel,,,Automatic,4250.0,EUR,The Netherlands,2148.0,,unknown,unknown,4250.0
volvo xc90 2.0 t8 twin engine awd momentum | 7 pers. | pano-dak | luchtvering ...,volvo,2015,203016.0,,,Hybrid,,,Automatic,28950.0,EUR,The Netherlands,1969.0,,unknown,unknown,28950.0
audi a1 ambition,audi,0,83600.0,,,Petrol,,,Manual,7990.0,EUR,The Netherlands,1390.0,,unknown,unknown,7990.0
bmw seria 5 bmw seria 5 e61 rok grudzieã± 2008,bmw,2008,290000.0,,,Diesel,,,unknown,39000.0,PLN,Poland,2993.0,,unknown,unknown,8771.14
bmw seria 5 530d m pakiet xdrive,bmw,2011,240000.0,,,Diesel,,,unknown,78900.0,PLN,Poland,3000.0,,unknown,unknown,17744.69
kia soul salon polska moâ¿liwa zamiana,kia,2015,190000.0,,,Diesel,,,unknown,38900.0,PLN,Poland,1600.0,,unknown,unknown,8748.65
infiniti qx30 premium sport 2018r. 2.0t 211km.bliâniak mercedes gla przebieg 22tyâ,infiniti,2018,25000.0,,,Petrol,,,unknown,89900.0,PLN,Poland,1991.0,,unknown,unknown,20218.6
audi a5 salon polska,audi,2012,304950.0,,,Petrol,,,unknown,39990.0,PLN,Poland,1798.0,,unknown,unknown,8993.79
"kia stonic polski salon,  serwis aso, bezwypadkowy , gwarancja, fvat 23%",kia,2019,21417.0,,,Petrol,,,unknown,62900.0,PLN,Poland,1368.0,,unknown,unknown,14146.28
volkswagen multivan vw t6 highline 4x4 bitdi 204 km 2xel przesuwane drzwi 7 osã³b kamera,volkswagen,2017,55000.0,,,Diesel,,,unknown,238000.0,PLN,Poland,1968.0,,unknown,unknown,53526.45
triumph daytona sprzedam fantastyczny motocykl triumph daytona 675 r stan idealny,triumph,2016,10000.0,,,unknown,,,unknown,42500.0,PLN,Poland,675.0,,unknown,unknown,9558.29
"bmw seria 5 bmw 520xd, 1 wâ³. salon pl, katalogowa cena 350 tys zâ³, webasto, vat23%",bmw,2018,72000.0,,,Diesel,,,unknown,160000.0,PLN,Poland,1995.0,,unknown,unknown,35984.17
"mini cooper bezwypadkowy, sprawny",mini,2005,145000.0,,,Petrol,,,unknown,16000.0,PLN,Poland,1598.0,,unknown,unknown,3598.42
renault megane ***121tys***bose***1/2 skã³ra***kolornavi**opâ³acona***gwarancja***,renault,2012,121000.0,,,Petrol,,,unknown,27700.0,PLN,Poland,1197.0,,unknown,unknown,6229.76
renault megane **2.0benzyna**180km**alu**climatronic**opâ³acona**gwarancja**,renault,2009,171000.0,,,Petrol,,,unknown,22900.0,PLN,Poland,1998.0,,unknown,unknown,5150.23
mercedes-benz sprinter long  9 osobowy nowa zabudowa,mercedes,2018,178000.0,,,unknown,,,unknown,125000.0,PLN,Poland,2143.0,,unknown,unknown,28112.63
peugeot partner  idealny 94 tys led navi czujniki brutto,peugeot,2016,94000.0,,,unknown,,,unknown,34000.0,PLN,Poland,1600.0,,unknown,unknown,7646.64
"audi a3 1.9 tdi 105 km 5 drzwi, klima zarejestrowany",audi,2007,360000.0,,,Diesel,,,unknown,18999.0,PLN,Poland,1896.0,,unknown,unknown,4272.89
ford mondeo,ford,2016,100000.0,,,Diesel,,,unknown,55000.0,PLN,Poland,1997.0,,unknown,unknown,12369.56
mercedes-benz klasa e mercedes klasa e w212 coupe 350 cdi blueefficienty 231km salon pl,mercedes,2009,205000.0,,,Diesel,,,unknown,47500.0,PLN,Poland,2987.0,,unknown,unknown,10682.8
"audi s7 audi s7 2016 4,0 v8 biturbo 450km, przebieg tylko 61000 km !!!",audi,2016,62100.0,,,Petrol,,,unknown,208000.0,PLN,Poland,4000.0,,unknown,unknown,46779.42
toyota yaris sprzedaje prywatnie najwyâ¯sza wersja podgrzewane fotele klima,toyota,2009,201065.0,,,Diesel,,,unknown,12900.0,PLN,Poland,1364.0,,unknown,unknown,2901.22
renault espace renault espace,renault,2004,197000.0,,,Diesel,,,unknown,5900.0,PLN,Poland,2188.0,,unknown,unknown,1326.92
bmw seria 4 430i facelift cabrio 1 575 km sport,bmw,2018,1588.0,,,Petrol,,,unknown,129999.0,PLN,Poland,1998.0,,unknown,unknown,29236.91
bmw seria 3 bmw 330i f30 m pakiet 328i 320i,bmw,2017,43000.0,,,Petrol,,,unknown,81900.0,PLN,Poland,1998.0,,unknown,unknown,18419.4
"toyota rav4 2,2 d4d 150km 4x4, peâ³na elektryka, 2 kpl. opon zima/lato",toyota,2013,81420.0,,,Diesel,,,unknown,56900.0,PLN,Poland,2231.0,,unknown,unknown,12796.87
jeep renegade wyprzedaâ¯ *2019* limited 120km m6 *srebrny* promocja,jeep,2019,3.0,,,Petrol,,,unknown,74680.0,PLN,Poland,999.0,,unknown,unknown,16795.61
jeep wrangler 2019' sahara 200km mjd 8at 4x4 fulltime *czarna* super,jeep,2019,5.0,,,Diesel,,,unknown,219900.0,PLN,Poland,2143.0,,unknown,unknown,49455.74
"jeep compass wyprzedaâ¯ *âliczny limited 140km 1,4 mair 6 manualna 2019 * !!!",jeep,2019,6.0,,,Petrol,,,unknown,99425.0,PLN,Poland,1368.0,,unknown,unknown,22360.79
saab 9-3 saab 9 3 1.9tids vector 2005,saab,2005,318000.0,,,Diesel,,,unknown,9900.0,PLN,Poland,1910.0,,unknown,unknown,2226.52
"volkswagen t-roc advance 2.0 tsi 190 km, 4 motion, dosotepny od reki !",volkswagen,2020,1.0,,,Petrol,,,unknown,127900.0,PLN,Poland,1984.0,,unknown,unknown,28764.84
bmw 7 oryginalne koâ³a,bmw,0,0.0,,,unknown,,,unknown,4500.0,PLN,Poland,0.0,,unknown,unknown,1012.05
mercedes-benz klasa e 220d 4matic all terrain (194km) pojazd demonstracyjny akcja specjalna,mercedes,2019,13200.0,,,Diesel,,,unknown,285749.0,PLN,Poland,1950.0,,unknown,unknown,64265.25
vw golf 4 iv czarne reflektory lampy przednie prawa lewa tuning 1997-2003 europejskie,volkswagen,0,0.0,,,unknown,,,unknown,259.0,PLN,Poland,0.0,,unknown,unknown,58.25
mercedes-benz glc 63 s amg 4matic+ coupe fl (510km),mercedes,2019,5.0,,,Petrol,,,unknown,434333.0,PLN,Poland,3982.0,,unknown,unknown,97681.94
ford explorer iii xlt 4.0 v6 benzyna 210km automat ii.wâ³aâciciel 7osã³b hak,ford,2004,124963.0,,,Petrol,,,unknown,21950.0,PLN,Poland,4015.0,,unknown,unknown,4936.58
mercedes-benz gle 400d 4matic (330 km) wyprzedaâ¿ 2019! promocyjny leasing 101%,mercedes,2019,10.0,,,Diesel,,,unknown,492000.0,PLN,Poland,2925.0,,unknown,unknown,110651.31
mercedes-benz cls 53 amg 4matic (435km) wyprzedaâ¿ rocznika 2019! promocyjny leasing 100%,mercedes,2019,10.0,,,Petrol,,,unknown,477000.0,PLN,Poland,2996.0,,unknown,unknown,107277.8
mercedes-benz glc 250 4matic 9g tronic (211 km) samochã³d demonstracyjny!,mercedes,2019,12000.0,,,Petrol,,,unknown,227000.0,PLN,Poland,1991.0,,unknown,unknown,51052.54
"mercedes-benz klasa c 200 4matic 9g tronic (184km), samochã³d demonstracyjny",mercedes,2019,10622.0,,,Petrol,,,unknown,175455.0,PLN,Poland,1497.0,,unknown,unknown,39460.01
mercedes-benz glc 250 4matic coupe 9g tronic (211km) promocyjny leasing 101%!,mercedes,2019,10.0,,,Petrol,,,unknown,249500.0,PLN,Poland,1991.0,,unknown,unknown,56112.81
mercedes-benz klasa b 200d 8g dct (150km) samochã³d demonstracyjny akcja specjalna,mercedes,2019,13500.0,,,Diesel,,,unknown,136451.0,PLN,Poland,1950.0,,unknown,unknown,30687.97
mercedes-benz glc glb 200d 4matic 8g dct (150km) samochã³d demonstracyjny!,mercedes,2019,5.0,,,Diesel,,,unknown,226000.0,PLN,Poland,1950.0,,unknown,unknown,50827.64
mercedes-benz klasa b 180 7g dct (136km) promocyjny leasing 101%! b klasa taniej o vat!!!,mercedes,2019,5.0,,,Petrol,,,unknown,117000.0,PLN,Poland,1332.0,,unknown,unknown,26313.42
mercedes-benz glc 63 amg s coupe 9g tronic (510km) promocyjny leasing 101%!,mercedes,2019,10.0,,,Petrol,,,unknown,445000.0,PLN,Poland,3982.0,,unknown,unknown,100080.96
mercedes-benz gle 350d 4matic 9g tronic (272km) promocyjny leasing 100%!,mercedes,2019,5.0,,,Diesel,,,unknown,364500.0,PLN,Poland,2925.0,,unknown,unknown,81976.43
"mercedes-benz klasa b ""promocyjny leasing 101%""",mercedes,2019,5.0,,,Petrol,,,unknown,128800.0,PLN,Poland,1332.0,,unknown,unknown,28967.25
mercedes-benz klasa b 180d 7g dct (116km) wyprzedaâ¿ 2019 leasing 100%,mercedes,2019,1.0,,,Petrol,,,unknown,127317.0,PLN,Poland,1461.0,,unknown,unknown,28633.73
"mercedes-benz klasa b promocyjny leasing 100%, wyprzedaâ¿ 2019!",mercedes,2019,5.0,,,Diesel,,,unknown,126867.0,PLN,Poland,1494.0,,unknown,unknown,28532.52
mercedes-benz klasa b 180d 7g dct (116km) wyprzedaâ¿ 2019 lub 1% majã³wka!,mercedes,2019,10.0,,,Diesel,,,unknown,127453.0,PLN,Poland,1461.0,,unknown,unknown,28664.31
mercedes-benz klasa b 180d 7g dct (116km) wyprzedaâ¿ 2019,mercedes,2019,5.0,,,Diesel,,,unknown,125526.0,PLN,Poland,1461.0,,unknown,unknown,28230.93
bmw m5 alpina b5 e60 supercharged nr 204/428 okazja!!!,bmw,2006,60500.0,,,Petrol,,,unknown,159900.0,PLN,Poland,4400.0,,unknown,unknown,35961.68
"mercedes-benz gle gle450 suv 4matic, promocyjny leasing 100%!",mercedes,2019,5.0,,,Petrol,,,unknown,414125.0,PLN,Poland,2999.0,,unknown,unknown,93137.14
"mercedes-benz cla cla200 shooting brake,promocyjny leasing 100%, wyprzedaâ¿ w aso",mercedes,2019,163.0,,,Petrol,,,unknown,146600.0,PLN,Poland,1332.0,,unknown,unknown,32970.49
"mercedes-benz glc glc 63s amg, 510km, promocyjny leasing 101%",mercedes,2019,1.0,,,Petrol,,,unknown,444792.0,PLN,Poland,3982.0,,unknown,unknown,100034.18
"mercedes-benz klasa c mercedes c200 4matic, demo dealera, akcja specjalna",mercedes,2019,11500.0,,,Petrol,,,unknown,207530.0,PLN,Poland,1497.0,,unknown,unknown,46673.71
"mercedes-benz gls gls350d, demo dealera, akcja specjalna",mercedes,2019,9900.0,,,Diesel,,,unknown,371387.0,PLN,Poland,2987.0,,unknown,unknown,83525.32
"mercedes-benz klasa e e400d coupe 4matic, nowy rocznik 2020!",mercedes,2020,5.0,,,Diesel,,,unknown,421600.0,PLN,Poland,2925.0,,unknown,unknown,94818.28
vã¤derstad carrier 650  brona talerzowa vaderstad carrier 650,vã¤derstad,1900,0.0,,,unknown,,,unknown,42000.0,PLN,Poland,0.0,,unknown,unknown,9445.84
"alfa romeo giulia giulia 2,0 280 km at8 q4 veloce nowa seria 2020.",alfa,2019,1.0,,,Petrol,,,unknown,199900.0,PLN,Poland,1995.0,,unknown,unknown,44957.72
mazda 6 ii gh lift lampa lewa xenon z przetwornicâ¥ komplet 08-12 eu! ksenon!,mazda,0,0.0,,,unknown,,,unknown,350.0,PLN,Poland,0.0,,unknown,unknown,78.72
fiat 500x cross 1.0 120km rp2020,fiat,2020,1.0,,,Petrol,,,unknown,84550.0,PLN,Poland,999.0,,unknown,unknown,19015.38
"mercedes-benz glc amg 63s coupe *cesja leasing 24 miesiâ¹ce* folia, powâ³oka, gw. 4 lata",mercedes,2019,9500.0,,,Petrol,,,unknown,399000.0,PLN,Poland,3982.0,,unknown,unknown,89735.52
renault master 2.3 dci maxi skrzynia doka 7 osobowy tylko 55 tys km  master 2.3 dci maxi skrzynia 7 osobowy tylko 55 tys km,renault,2015,55123.0,,,unknown,,,unknown,44900.0,PLN,Poland,2300.0,,unknown,unknown,10098.06
âkoda citigo iv wersja full od rãki ***cesja leasingu*** gwarancja 4 lata,skoda,2019,2200.0,,,unknown,,,unknown,79000.0,PLN,Poland,0.0,,unknown,unknown,17767.18
audi a8 oâ skrãªtna pakiet skã³rzany pakiet chrom pojedyncze fotele,audi,2018,51195.0,,,Petrol,,,unknown,344900.0,PLN,Poland,2995.0,,unknown,unknown,77568.37
