name,mark,year,mileage,engine_power,fuel,consumption,ecology,gearbox,country,engine_size,accidents,exterior,interior,price
kia forte ex sedan automatic,kia,2011,159975.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , brown ,4407.65
dodge grand caravan sxt,dodge,2019,60325.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,14963.7
hyundai genesis 3.8,hyundai,2014,143035.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,8846.29
honda civic ex sedan cvt,honda,2017,42992.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,red , black ,14675.93
ford f-150 xlt supercrew 5.5' box 4wd,ford,2019,50591.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , unknown ,32756.33
honda cr-v lx awd,honda,2014,122820.0,2.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,2.0,black , black ,10092.97
chevrolet volt hatch,chevrolet,2013,79767.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,9252.7
nissan sentra sv cvt,nissan,2019,44574.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,10624.23
dodge grand caravan sxt,dodge,2019,48696.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,14426.24
chrysler 300 limited awd,chrysler,2019,34749.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , black ,17704.09
honda civic lx sedan cvt,honda,2017,54085.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,12391.54
ford fusion hybrid titanium fwd,ford,2019,51439.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,15574.64
dodge grand caravan sxt,dodge,2019,62745.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,16179.39
nissan rogue sv fwd,nissan,2019,63675.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,12983.89
nissan altima 2.5 sv,nissan,2015,154610.0,3.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,3.0,white , beige ,7515.49
hyundai elantra sport 1.6t sedan manual,hyundai,2017,47184.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,blue , black ,12040.91
nissan altima s fwd,nissan,2019,31505.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,14605.1
toyota corolla le cvt,toyota,2020,49109.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,15041.62
lexus sc sc 430 convertible,lexus,2006,204467.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , unknown ,9721.98
volvo xc70 3.2l,volvo,2008,172826.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,gray , unknown ,5308.13
ford fusion hybrid se fwd,ford,2019,28344.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,15313.44
dodge grand caravan sxt,dodge,2019,36605.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,silver , black ,15486.98
toyota corolla le cvt,toyota,2019,43082.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , unknown ,11858.51
hyundai elantra se 2.0l sedan automatic (alt),hyundai,2017,78443.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,white , beige ,7964.41
infiniti jx35 awd,infiniti,2013,271313.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , gray ,6909.86
ford escape se 4wd,ford,2017,206397.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,8853.37
nissan sentra sv cvt,nissan,2019,39641.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,12484.51
hyundai elantra se 2.0l sedan automatic (alt),hyundai,2017,197051.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,gray , gray ,6639.81
mercedes-benz sprinter passenger van 2500 standard roof swb,mercedes,2013,135478.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,19474.94
chevrolet express passenger 3500 lt lwb,chevrolet,2019,54879.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , gray ,18328.32
ford fusion se awd,ford,2019,41524.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,14963.7
nissan altima 2.5 s sedan cvt,nissan,2011,237298.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , black ,3806.45
dodge grand caravan sxt,dodge,2019,70280.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,15470.16
nissan rogue s fwd,nissan,2013,138173.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,white , black ,6109.44
hyundai elantra se 2.0l sedan automatic (alt),hyundai,2017,33949.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,blue , gray ,8588.63
honda civic ex-t sedan cvt,honda,2017,36838.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , gray ,15040.73
kia optima ex,kia,2015,145621.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , gray ,7919.25
ford fusion hybrid se fwd,ford,2019,54772.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , unknown ,13763.95
dodge grand caravan sxt,dodge,2019,71250.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,14605.1
gmc terrain slt fwd,gmc,2019,74746.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,14162.39
nissan rogue sv fwd,nissan,2019,46975.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,13369.93
dodge grand caravan sxt,dodge,2019,55444.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,14520.98
audi a6 prestige 3.0,audi,2019,15443.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , brown ,50458.65
nissan maxima platinum 3.5l,nissan,2019,13699.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,red , beige ,30015.94
toyota sienna le 8-passenger fwd,toyota,2017,38164.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,gray , gray ,20006.2
maserati granturismo mc centennial edition convertible,maserati,2017,6365.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , unknown ,97392.42
cadillac ats premium luxury sedan 3.6 rwd,cadillac,2018,27515.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , gray ,23021.07
gmc terrain sle-1 awd,gmc,2013,150937.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,blue , black ,9651.14
mercedes-benz e-class e 300 luxury 4matic sedan,mercedes,2017,34768.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,blue , beige ,29211.97
mercedes-benz gle gle 350 4matic suv,mercedes,2017,53805.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,31425.54
lexus gx gx 460,lexus,2014,102193.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , unknown ,23013.1
mercedes-benz gle gle 350 4matic suv,mercedes,2017,59530.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,white , beige ,31867.36
honda civic lx sedan cvt,honda,2017,55374.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,blue , unknown ,14157.96
honda accord sport special edition sedan cvt,honda,2017,35402.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,blue , unknown ,18593.06
lexus rx rx 350 awd,lexus,2012,150207.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,14078.27
gmc acadia slt with slt-1 fwd,gmc,2016,60682.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,white , gray ,17487.16
audi s3 premium plus,audi,2017,71774.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,26560.12
audi a5 sport coupe tiptronic,audi,2017,43468.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,22751.02
chevrolet blazer 3lt awd,chevrolet,2019,33270.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,30104.48
chevrolet suburban ls 4wd,chevrolet,2019,72202.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,36302.46
chevrolet trax lt awd,chevrolet,2018,9576.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,16426.42
chevrolet equinox lt with 1lt awd,chevrolet,2018,49936.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,18368.16
chevrolet silverado 1500 lt double cab standard box 4wd,chevrolet,2017,35565.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,29119.89
lincoln mkz hybrid select fwd,lincoln,2017,65592.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,18102.53
nissan sentra sr cvt,nissan,2017,55038.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,red , black ,11452.1
nissan armada sl rwd,nissan,2019,60169.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,30984.59
mercedes-benz glc glc 300 suv rwd,mercedes,2017,53244.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,unknown , beige ,25558.7
jeep patriot high altitude fwd,jeep,2017,57124.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , gray ,14370.46
kia optima lx,kia,2019,59826.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,14919.43
toyota corolla se cvt,toyota,2017,175942.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , gray ,8854.26
nissan altima sl fwd,nissan,2019,51544.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,16775.28
dodge grand caravan sxt,dodge,2019,61575.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,15893.39
jeep patriot sport fwd w/ air conditioning,jeep,2010,267059.0,2.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,2.0,black , gray ,3098.99
ford fusion sport fwd,ford,2010,196213.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , unknown ,4427.13
chevrolet malibu lt,chevrolet,2020,9083.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , gray ,17697.89
toyota camry se i4 automatic,toyota,2017,270359.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,8852.49
ford fiesta se sedan,ford,2019,41276.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,red , black ,7604.04
ford fusion sel fwd,ford,2019,29314.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,15936.78
toyota corolla le cvt,toyota,2020,32435.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,15043.39
ford escape se fwd,ford,2017,49238.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,blue , black ,12346.38
dodge grand caravan sxt,dodge,2019,64715.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , black ,14343.9
chrysler 300 s rwd,chrysler,2019,64301.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,14816.72
ford fusion titanium awd,ford,2019,57558.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,15498.49
nissan sentra sv cvt,nissan,2019,22685.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,12393.31
nissan versa sv sedan cvt,nissan,2019,25672.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , black ,9734.37
ford fusion hybrid se fwd,ford,2019,52645.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,blue , black ,12797.06
nissan sentra sv cvt,nissan,2017,45810.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,9735.26
nissan sentra s cvt,nissan,2019,63894.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,white , black ,9731.72
chrysler aspen limited 4wd,chrysler,2007,325087.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , black ,4422.7
nissan rogue sv fwd,nissan,2019,53287.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,15313.44
nissan altima 2.5 s,nissan,2015,121505.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,silver , gray ,6976.27
honda accord se sedan i4 automatic,honda,2012,129253.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,7964.41
kia soul + automatic,kia,2019,24903.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,12389.76
ford fusion titanium awd,ford,2019,56390.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,16716.84
dodge challenger r/t rwd,dodge,2019,35518.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , black ,21851.43
chevrolet malibu lt,chevrolet,2020,19426.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,17610.24
ford fusion hybrid se fwd,ford,2019,112059.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,12789.09
ford fiesta se sedan,ford,2019,29277.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , unknown ,9292.54
honda accord lx sedan cvt,honda,2017,41442.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,13506.29
dodge journey gt awd,dodge,2019,56720.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,16289.18
chevrolet equinox lt with 1lt fwd,chevrolet,2019,24177.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,white , gray ,13901.19
toyota camry xle i4 automatic,toyota,2017,49305.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,14342.13
ford escape se fwd,ford,2017,94159.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,red , black ,12323.36
hummer h2 suv,hummer,2006,345306.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , beige ,11421.99
chevrolet equinox lt with 1lt awd,chevrolet,2017,116103.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , gray ,12119.71
hyundai santa fe se 3.3l awd,hyundai,2017,184025.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , gray ,9319.11
nissan sentra sv cvt,nissan,2019,36081.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,11506.11
ford escape se 4wd,ford,2017,108233.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,white , black ,11506.11
ford f-150 xl supercrew 5.5' box 4wd,ford,2013,142683.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , unknown ,14608.64
ford focus se hatchback,ford,2014,120334.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , gray ,5303.7
ford fusion se fwd,ford,2017,50057.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,12382.68
dodge grand caravan sxt,dodge,2019,66408.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,15064.64
hyundai elantra gt hatchback automatic,hyundai,2017,90588.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,8190.19
ford escape se fwd,ford,2017,28308.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,14034.0
ford escape se 4wd,ford,2017,38661.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,white , black ,13280.5
toyota camry le automatic,toyota,2019,47402.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , unknown ,14233.22
ford fusion se fwd,ford,2016,149209.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,7964.41
jeep grand cherokee limited 4wd,jeep,2017,44743.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , beige ,24061.45
dodge grand caravan sxt,dodge,2019,55040.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,14695.41
ford f-150 xlt supercrew 5.5' box 4wd,ford,2017,221924.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , gray ,20293.96
bmw 3 series 330i rwd,bmw,2020,33626.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , beige ,26559.23
hyundai accent se sedan automatic,hyundai,2017,66796.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,gray , gray ,7070.13
honda civic lx sedan cvt,honda,2017,87146.0,2.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,2.0,gray , gray ,11509.65
jeep compass sport fwd,jeep,2014,178827.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , gray ,5755.27
nissan sentra sv cvt,nissan,2019,61469.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,10133.7
lexus es es 350,lexus,2017,26810.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , beige ,22656.28
honda civic lx sedan cvt,honda,2017,58121.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,11948.82
hyundai elantra sel 2.0l automatic,hyundai,2019,45696.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , gray ,10490.53
pontiac grand prix 4dr sedan,pontiac,2007,306635.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , unknown ,3088.37
chevrolet corvette coupe,chevrolet,1999,139926.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,red , black ,11501.68
kia forte ex sedan automatic,kia,2011,159975.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , brown ,4407.65
toyota corolla le cvt,toyota,2017,115171.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , unknown ,10600.32
ford edge sel awd,ford,2017,79851.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , unknown ,14160.62
toyota camry se i4 automatic,toyota,2017,53630.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , unknown ,15327.61
chrysler 300 s awd,chrysler,2017,73919.0,2.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,2.0,gray , black ,14785.73
honda cr-v ex-l awd,honda,2016,72012.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,white , black ,14162.39
chevrolet express passenger 3500 lt lwb,chevrolet,2019,44688.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , gray ,20178.86
ford fusion se fwd,ford,2017,120588.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,white , unknown ,10624.23
kia forte lx sedan automatic,kia,2017,180247.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , gray ,6197.1
chevrolet malibu limited lt,chevrolet,2016,65468.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,9730.83
ford escape se fwd,ford,2017,54105.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,13280.5
ford ecosport titanium 4wd,ford,2019,44469.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , gray ,12217.11
dodge grand caravan sxt,dodge,2019,62602.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,red , black ,12789.98
ford escape titanium 4wd,ford,2017,44860.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,15838.5
ford escape se 4wd,ford,2017,69137.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,15043.39
honda civic ex-t coupe cvt,honda,2017,144427.0,2.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,2.0,black , unknown ,11333.45
toyota corolla le cvt,toyota,2017,49251.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,12307.42
ford focus se hatchback,ford,2014,163241.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , unknown ,5755.27
nissan altima sr fwd,nissan,2019,9997.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , black ,15893.39
chevrolet equinox lt with 1lt fwd,chevrolet,2017,177255.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,silver , black ,9350.1
ford fusion se awd,ford,2016,196185.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,7615.55
chrysler 300 limited awd,chrysler,2019,17704.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,22120.6
ford escape se fwd,ford,2014,181408.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,white , gray ,7016.11
nissan sentra s cvt,nissan,2018,55727.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,9115.46
chevrolet malibu lt with 1lt,chevrolet,2019,31183.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,15052.24
toyota camry le automatic,toyota,2019,37280.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,15891.62
ford fusion sport fwd,ford,2010,196213.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , unknown ,4427.13
ford escape se 4wd,ford,2017,80559.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,13280.5
hyundai elantra sel 2.0l automatic,hyundai,2019,46805.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , gray ,11506.11
dodge grand caravan sxt,dodge,2019,54834.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,13280.5
hyundai elantra sel 2.0l automatic,hyundai,2019,57301.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,blue , gray ,9735.26
nissan sentra sv cvt,nissan,2017,139252.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,7070.13
dodge journey gt awd,dodge,2019,44304.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,16818.66
honda cr-v lx awd,honda,2014,122820.0,2.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,2.0,black , black ,10092.97
nissan rogue 2017.5 sl fwd,nissan,2017,46739.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,15040.73
nissan altima sr fwd,nissan,2019,9997.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , black ,15893.39
nissan rogue sv fwd,nissan,2019,37337.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,13279.62
chevrolet malibu lt,chevrolet,2020,23842.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,silver , black ,16823.09
kia soul + automatic,kia,2019,53438.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,12742.16
dodge grand caravan sxt,dodge,2019,56058.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,red , black ,14608.64
dodge grand caravan sxt,dodge,2019,63735.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,red , black ,14600.67
kia soul + automatic,kia,2019,36249.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,13269.88
nissan altima sl fwd,nissan,2019,24353.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,17619.98
hyundai elantra limited 2.0l sedan automatic (pzev),hyundai,2017,107552.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,red , beige ,10488.76
mitsubishi outlander sport se 2.0 fwd cvt,mitsubishi,2019,44793.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,12217.11
ford fusion hybrid se fwd,ford,2019,28344.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,15313.44
toyota 4runner sr5 4wd,toyota,2019,41693.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,27357.89
nissan rogue sv fwd,nissan,2019,67736.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , black ,13431.91
dodge grand caravan sxt,dodge,2019,72337.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,14854.79
"ram 2500 big horn crew cab 6'4"" box 4wd",ram,2019,18833.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,32751.9
nissan sentra s cvt,nissan,2018,83169.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,8672.75
chevrolet malibu ls,chevrolet,1997,270099.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , beige ,1328.14
hyundai elantra sel 2.0l automatic,hyundai,2019,55130.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,11501.68
dodge grand caravan sxt,dodge,2019,69269.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,15848.24
mercedes-benz gle gle 350 4matic suv,mercedes,2017,35845.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,25571.99
dodge journey gt fwd,dodge,2019,56198.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , black ,14854.79
kia optima lx i4 automatic,kia,2008,182459.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,silver , unknown ,3537.28
toyota 4runner sr5 4wd,toyota,2019,55371.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,27447.32
nissan rogue sv fwd,nissan,2019,41848.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , black ,15503.81
nissan sentra s cvt,nissan,2018,55727.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,black , black ,9115.46
toyota corolla le cvt,toyota,2020,14528.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,gray , gray ,16458.3
ford fusion hybrid se fwd,ford,2019,35752.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,white , gray ,15040.73
ford fusion hybrid se fwd,ford,2019,61239.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,red , gray ,13485.04
pontiac grand prix 4dr sedan,pontiac,2007,306635.0,0.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,0.0,silver , unknown ,3088.37
bmw x3 xdrive28i awd,bmw,2013,75007.0,1.0,unknown,6.65,162.9596214511041,unknown,United States,0.0,1.0,black , black ,11862.05
