name,mark,year,mileage,engine_power,fuel,consumption,ecology,gearbox,country,engine_size,accidents,exterior,interior,price
mercedes benz e 300 cdi.autom. avant garde,mercedes,2010,236761.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2987.0,0.20593368237347295,unknown,unknown,13500.0
"porsche macan panoramadak luchtvering 21 "" adaptieve stoelen 3.0 d s",porsche,2016,60757.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2967.0,0.20593368237347295,unknown,unknown,51500.0
land rover freelander td 4,rover,2005,168296.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1951.0,0.20593368237347295,unknown,unknown,4900.0
volkswagen golf vii lim. r 4motion bmt - 1950 km!,volkswagen,0,1950.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1984.0,0.20593368237347295,unknown,unknown,33000.0
mercedes benz citan 111 cdi tourer edition panoramadak navigatie 2 x schuifdeur,mercedes,2018,21670.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1461.0,0.20593368237347295,unknown,unknown,12900.0
"mercedes benz a-klasse 180 business solution automaat navigatie 18 ""amg",mercedes,2017,59019.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1595.0,0.20593368237347295,unknown,unknown,17900.0
ford focus c-max 1.8-16v ghia,ford,2006,227520.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1798.0,0.20593368237347295,unknown,unknown,1850.0
renault scã©nic 1.6-16v authentique comfort automaat,renault,2005,166043.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,1350.0
mitsubishi eclipse cross,mitsubishi,2018,23000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1499.0,0.20593368237347295,unknown,unknown,24950.0
land rover range rover evoque sd4 aut. dynamic,rover,0,97000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2179.0,0.20593368237347295,unknown,unknown,19784.0
mercedes benz gle-klasse 350 d 4matic amg airmatic panoramadak night pakket distronic,mercedes,2020,2134.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2925.0,0.20593368237347295,unknown,unknown,70900.0
opel crossland x 1.2 turbo innovation 130pk (fabrieksgarantie - clim.ctrl - a...,opel,2019,9979.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1199.0,0.20593368237347295,unknown,unknown,21900.0
mercedes benz x-klasse grijs kenteken 250 5 persoons,mercedes,2018,4524.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2298.0,0.20593368237347295,unknown,unknown,40950.0
citroen c4 grand picasso 1.6hdi 7 pers leer navi camera compleet,citroen,2016,141963.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1560.0,0.20593368237347295,unknown,unknown,12950.0
mercedes benz a -klasse a 150 elegance,mercedes,0,133268.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1498.0,0.20593368237347295,unknown,unknown,3200.0
audi a6 avant 3.0 tdi quattro s line acc luft hud ahk,audi,0,167365.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2967.0,0.20593368237347295,unknown,unknown,19900.0
toyota rav 4 2.0 d4d 4x4 suv left hand drive. suv,toyota,2004,184123.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2000.0,0.20593368237347295,unknown,unknown,4750.0
mercedes benz e-klasse e 200 business solution amg multibeam led 360* camera   automaat,mercedes,2019,17544.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1991.0,0.20593368237347295,unknown,unknown,49900.0
"renault mã©gane scã©nic 1.6 16v , airco , benzine/gas",renault,2004,288330.0,0.20593368237347295,LPG,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,950.0
suzuki celerio 1.0 comfort | airco | bluetooth | 5-deurs | led | radio/mp3 | nap,suzuki,2016,91207.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,998.0,0.20593368237347295,unknown,unknown,6390.0
toyota prius 1.5 vvt-i hybrid aut. airco,toyota,2007,261751.0,0.20593368237347295,Hybrid,6.65,162.9596214511041,Automatic,The Netherlands,1497.0,0.20593368237347295,unknown,unknown,2500.0
audi q5 sport quattro,audi,0,74158.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1968.0,0.20593368237347295,unknown,unknown,29600.0
mercedes benz sprinter 213 cdi 9 sitze schiebetã¼r klima euro 6,mercedes,2014,315170.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2143.0,0.20593368237347295,unknown,unknown,13900.0
mercedes benz sprinter 311cdi airco persoon invalide vervoer,mercedes,2010,640000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,7500.0
mercedes benz sprinter 311cdi l2h2 invalide persoonvervoer,mercedes,2008,500000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,6500.0
mercedes benz sprinter airco 8+1 pers.,mercedes,2009,500000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,6750.0
mercedes benz sprinter 311 cdi personen/invalide vervoer incl. airco,mercedes,2008,550000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,7950.0
mercedes benz sprinter 311cdi persoon/invalide vervoer,mercedes,2007,310000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,7000.0
mercedes benz sl-klasse 500,mercedes,2002,133000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,4966.0,0.20593368237347295,unknown,unknown,22500.0
mercedes benz a-klasse 200 business solution automaat | achteruitrijcamera | led verli...,mercedes,2019,11339.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1332.0,0.20593368237347295,unknown,unknown,33650.0
volkswagen passat 1.4 tsi comfortline bluemotion,volkswagen,2011,270674.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1390.0,0.20593368237347295,unknown,unknown,6950.0
volkswagen passat 1.6 bmt 1.6 bmt passat manual perfect,volkswagen,2014,167500.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,7900.0
"audi a4 1.6 , airco",audi,1999,274045.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1595.0,0.20593368237347295,unknown,unknown,1250.0
smart city-coupã© smart & passion aut. pano/airco,smart,2002,129512.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,599.0,0.20593368237347295,unknown,unknown,990.0
peugeot 207 sw 1.4 vti x-line airco geen apk/motorstoringlampje brand vaste prijs,peugeot,2008,219561.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1397.0,0.20593368237347295,unknown,unknown,1350.0
suzuki jimny 4x4 4x4,suzuki,1999,180000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1298.0,0.20593368237347295,unknown,unknown,3750.0
peugeot expert 2.0 hdi l2h1,peugeot,2012,180614.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1997.0,0.20593368237347295,unknown,unknown,5750.0
nissan qashqai 2.0 dci tekna pack 4wd 150 pk | panoramadak | trekhaak | climate...,nissan,2007,228450.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1995.0,0.20593368237347295,unknown,unknown,4940.0
"toyota aygo 1.0 vvt- i x-nav (slechts 547 km op de teller, werkelijk nieuwstaat)",toyota,2018,547.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,998.0,0.20593368237347295,unknown,unknown,11900.0
mercedes benz glc-klasse coupã© 220 d 4matic amg night pakket head up 360 camera schuifdak,mercedes,2016,88667.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2143.0,0.20593368237347295,unknown,unknown,37800.0
audi sq8 4.0 tdi quattro panoramadak b&o sound direct / lager,audi,2019,3256.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,3956.0,0.20593368237347295,unknown,unknown,86900.0
ford mondeo 2.0-16v limited,ford,2010,127544.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1999.0,0.20593368237347295,unknown,unknown,7750.0
peugeot 207 1.4 vti access,peugeot,2011,86968.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1397.0,0.20593368237347295,unknown,unknown,5549.0
peugeot 107 1.0-12v urban move,peugeot,2010,72427.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,998.0,0.20593368237347295,unknown,unknown,4649.0
volvo v70 2.4 d geartronic,volvo,2004,481469.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2401.0,0.20593368237347295,unknown,unknown,1050.0
ford ka 1.2 titanium,ford,2010,115809.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1242.0,0.20593368237347295,unknown,unknown,3499.0
ford ka ka 3 deurs handgeschakeld,ford,2007,149210.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1299.0,0.20593368237347295,unknown,unknown,999.0
mercedes benz rolstoelbus vito 109 cdi,mercedes,2006,130709.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,9950.0
land rover range rover sport se leer navigatie trekhaak,rover,2006,225134.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2720.0,0.20593368237347295,unknown,unknown,9950.0
bentley continental gt youngtimer *origineel nederlanse auto*,bentley,2004,91097.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,5998.0,0.20593368237347295,unknown,unknown,36850.0
audi a4 sedan 2.5 tdi pro-line automaat,audi,2005,434721.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2496.0,0.20593368237347295,unknown,unknown,2950.0
volvo s60 r - s60 2.4 - 120kw,volvo,2007,392000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2400.0,0.20593368237347295,unknown,unknown,2900.0
volkswagen transporter t6.1 2.0 tdi 150 pk dsg l2h1 caravelle euro 6 d-temp cruise ...,volkswagen,2020,3.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1968.0,0.20593368237347295,unknown,unknown,44500.0
peugeot 206 1.6-16v gentry,peugeot,2001,182302.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1587.0,0.20593368237347295,unknown,unknown,1299.0
honda civic sedan 1.3 hybrid aut. airco,honda,2007,221935.0,0.20593368237347295,Hybrid,6.65,162.9596214511041,Automatic,The Netherlands,1339.0,0.20593368237347295,unknown,unknown,3200.0
skoda octavia combi 1.0 tsi greentech ambition business,skoda,2018,29202.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,999.0,0.20593368237347295,unknown,unknown,23600.0
toyota rav 4 (4wd) automatic 2.4 vvt-i   4wd aut.,toyota,2012,49663.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2399.0,0.20593368237347295,unknown,unknown,8700.0
"mercedes benz gle â 34.350,- ex btw| automaat | trekhaak | navigatie | panorama dak | ...",mercedes,2016,99983.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2143.0,0.20593368237347295,unknown,unknown,34350.0
"opel corsa 1.2 16v , airco",opel,2000,194528.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1199.0,0.20593368237347295,unknown,unknown,950.0
maserati grancabrio 4.7 v8 sport 338 kw / 460 pk,maserati,2019,11145.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,4691.0,0.20593368237347295,unknown,unknown,89900.0
land rover range rover evoque 2.0 td4 se dynamic panoramadak tech pack,rover,2018,4170.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1998.0,0.20593368237347295,unknown,unknown,35500.0
"land rover range rover sport 3.0 tdv6 hse dynamic panoramadak 21 "" tft scherm navi ...",rover,2017,7089.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2993.0,0.20593368237347295,unknown,unknown,65000.0
"mercedes benz gle-klasse 300 d 4matic amg 22 ""7 persoons",mercedes,2019,3157.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1950.0,0.20593368237347295,unknown,unknown,72500.0
mercedes benz gle-klasse 300 d 4matic amg panorama night pakket distronic memory,mercedes,2020,1890.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1950.0,0.20593368237347295,unknown,unknown,63900.0
hyundai ix20 1.6i go! (airco - navi - ml - lmv - radio/cd/mp3 - mf lederen stuur...,hyundai,2015,71120.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1591.0,0.20593368237347295,unknown,unknown,13900.0
mercedes benz c 180 classic,mercedes,0,140909.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1998.0,0.20593368237347295,unknown,unknown,1250.0
peugeot 208 1.2 vti allure 82 pk | airco | cruise control | parkeersensoren | bl...,peugeot,2012,218057.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1199.0,0.20593368237347295,unknown,unknown,4990.0
mercedes benz sprinter 311 cdi personenbus | airco | nette staat | nap,mercedes,2007,201689.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,6450.0
mercedes benz a-klasse a 180 business solution amg automaat,mercedes,2019,22084.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1332.0,0.20593368237347295,unknown,unknown,34650.0
toyota aygo 1.0 12v +,toyota,2007,193721.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,998.0,0.20593368237347295,unknown,unknown,1600.0
volkswagen lang 2.5 tdi reimo womo alkoven ahk shz,volkswagen,0,239630.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2399.0,0.20593368237347295,unknown,unknown,9650.0
mercedes benz sprinter 311cdi 9 persoons met invalide lift,mercedes,2007,400000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,6750.0
renault master 170dci l2h2 automatik ahk 3500kg 6-sitze,renault,0,6700.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2299.0,0.20593368237347295,unknown,unknown,19750.0
mercedes benz a -klasse a 140  lang   tãv neu,mercedes,0,105600.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1397.0,0.20593368237347295,unknown,unknown,2690.0
"mercedes benz sprinter 308 cdi personenbus, rolstoel lift , wb 355",mercedes,2003,271507.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,3250.0
"mercedes benz v 250d / avantgard / xl leder / ahk 2,5t / shz",mercedes,0,43910.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2143.0,0.20593368237347295,unknown,unknown,36983.0
mercedes benz sprinter | rolstoelbus | l2h2 | lift | voorinstap,mercedes,2007,316494.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,6250.0
seat ibiza rijschool !!  5-drs 1.2 tdi ecomotive style airco,seat,2012,217118.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1199.0,0.20593368237347295,unknown,unknown,3300.0
seat ibiza 1.4-16v signo airco ecc,seat,2002,134956.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1390.0,0.20593368237347295,unknown,unknown,1699.0
mercedes benz sprinter 311 2.2 cdi 8-pers.bus 432 hd,mercedes,2006,513775.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,4750.0
toyota 30/11/2012,toyota,2012,130920.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2231.0,0.20593368237347295,unknown,unknown,10500.0
peugeot 308 1.6 vti x-line airco,peugeot,2008,98030.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,4750.0
"volkswagen golf 1.4 tsi dsg highline navi,massage,pdc,climat,stoelverw nap nl auto",volkswagen,2013,187286.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1395.0,0.20593368237347295,unknown,unknown,11950.0
"volkswagen golf 1.8 tsi 118kw/160pk climate control,navigatie,stoelverw,pdc v+a,enz",volkswagen,2009,271570.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1798.0,0.20593368237347295,unknown,unknown,5950.0
mercedes benz sprinter 308 cdi,mercedes,2000,196193.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,3500.0
toyota avensis combi edition 1.8multidrive/nav/ahk/sitz,toyota,0,58000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1798.0,0.20593368237347295,unknown,unknown,10299.0
mercedes benz e-klasse t-modell e 250 cdi blueefficiency/navi,mercedes,0,183000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2143.0,0.20593368237347295,unknown,unknown,6896.0
volkswagen touran freestyle/navi/dsg/klima/sitzh/ahk,volkswagen,0,140715.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1390.0,0.20593368237347295,unknown,unknown,6499.0
"ford galaxy 2,0 tdci 103kw dpf trend",ford,0,198100.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1997.0,0.20593368237347295,unknown,unknown,6500.0
"ford galaxy 2,0 ecoboost titanium powershift / 7-sitz",ford,0,77000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,1999.0,0.20593368237347295,unknown,unknown,9999.0
"mercedes benz slk roadster 280 v6 3,0 l sportfahrwerk",mercedes,2005,264000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,2997.0,0.20593368237347295,unknown,unknown,13804.0
land rover freelander 2 dsl a.,rover,0,124000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2179.0,0.20593368237347295,unknown,unknown,9999.0
ford transit/tourneo â4500 netto!!!!export,ford,2010,258991.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2198.0,0.20593368237347295,unknown,unknown,5445.0
peugeot 308 sw 1.6 vti xt pano/airco,peugeot,2009,194354.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1600.0,0.20593368237347295,unknown,unknown,2250.0
mercedes benz glc 220d amg aut9 4matic pano/leer,mercedes,2016,131275.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2143.0,0.20593368237347295,unknown,unknown,20900.0
mercedes benz sprinter 311cdi l2h2 airco 9persoons met invalide lift,mercedes,2011,700000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,6750.0
mercedes benz sprinter 311cdi 9 persoons,mercedes,2007,240000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,6750.0
mercedes benz sprinter 311cdi airco 9 persoons,mercedes,2008,220000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,9250.0
fiat fiat ducato 9 persoons,fiat,2012,150000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1956.0,0.20593368237347295,unknown,unknown,8750.0
bmw 3-serie touring 318i,bmw,2010,148149.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1995.0,0.20593368237347295,unknown,unknown,7950.0
land rover discovery sport td4 aut. se motorschade,rover,0,124000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1999.0,0.20593368237347295,unknown,unknown,11999.0
ford focus wagon 1.6-16v trend airco,ford,2000,240971.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1596.0,0.20593368237347295,unknown,unknown,699.0
mercedes benz sprinter 315 cdi lang,mercedes,2009,253015.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,5950.0
opel corsa 1.2-16v njoy airco,opel,2003,243173.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1199.0,0.20593368237347295,unknown,unknown,749.0
volkswagen transporter t6.1 2.0 tdi 150 pk dsg l2h1 caravelle euro 6 d-temp cruise ...,volkswagen,2020,3.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1968.0,0.20593368237347295,unknown,unknown,44500.0
toyota 4.5 d-4d v8,toyota,2008,461390.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,4461.0,0.20593368237347295,unknown,unknown,25000.0
mercedes benz sprinter 311 2.2 cdi 366 hd,mercedes,2008,561000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,7950.0
toyota 2.5 d-4d,toyota,2009,101997.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2494.0,0.20593368237347295,unknown,unknown,8500.0
toyota 90 3.0 d-4d,toyota,2002,272247.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2982.0,0.20593368237347295,unknown,unknown,6500.0
mercedes benz 500 sel,mercedes,1981,278000.0,0.20593368237347295,LPG,6.65,162.9596214511041,Automatic,The Netherlands,4973.0,0.20593368237347295,unknown,unknown,9750.0
mercedes benz 190 e 1.8,mercedes,1993,123000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1797.0,0.20593368237347295,unknown,unknown,5500.0
toyota 1.6,toyota,2008,226886.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,4800.0
mercedes benz sprinter 316 ngt aardgas !,mercedes,2014,248489.0,0.20593368237347295,LPG,6.65,162.9596214511041,Automatic,The Netherlands,1796.0,0.20593368237347295,unknown,unknown,14950.0
toyota 90 3.0 d-4d,toyota,2001,463349.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2982.0,0.20593368237347295,unknown,unknown,6500.0
peugeot partner tepee active *navi*,peugeot,2016,27000.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1598.0,0.20593368237347295,unknown,unknown,12750.0
peugeot 306 xr 1.4 crystal,peugeot,1995,207023.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1360.0,0.20593368237347295,unknown,unknown,950.0
toyota 4.5 d-4d v8,toyota,2008,461355.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,4461.0,0.20593368237347295,unknown,unknown,25000.0
toyota 90 3.0 d-4d,toyota,2000,211201.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2982.0,0.20593368237347295,unknown,unknown,5900.0
audi 2.0 tdi,audi,2012,185657.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1968.0,0.20593368237347295,unknown,unknown,14500.0
audi a3 cabrio 1.2 tfsi ambition climate,audi,2012,101298.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1197.0,0.20593368237347295,unknown,unknown,8900.0
"mercedes benz m-klasse 270 cdi clima, cruise",mercedes,2003,326370.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2685.0,0.20593368237347295,unknown,unknown,3550.0
renault megane grandtour 1.5 dci 110 eco dynamique aut6 navi,renault,2010,199587.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,1461.0,0.20593368237347295,unknown,unknown,3300.0
land rover range rover tdv8,rover,0,165000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,4367.0,0.20593368237347295,unknown,unknown,17241.0
land rover range rover evoque td4 aut. pure technik,rover,0,94000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Automatic,The Netherlands,2179.0,0.20593368237347295,unknown,unknown,19784.0
toyota corolla-verso 1.8 vvt-i linea sol airco/ecc,toyota,2003,185287.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1794.0,0.20593368237347295,unknown,unknown,1950.0
mercedes benz sprinter 9 persoons l2h2 9x op voorraad vanaf 6500ex btw,mercedes,2008,240000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,6500.0
mercedes benz sprinter 311cdi,mercedes,2006,290000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,6250.0
mercedes benz sprinter 311cdi 9 persoons sprinter 311cdi 9 persoons,mercedes,2007,230000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2148.0,0.20593368237347295,unknown,unknown,6500.0
fiat fiat ducato 9 persoons 115000km,fiat,2012,115000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1956.0,0.20593368237347295,unknown,unknown,8750.0
fiat fiat ducato 9 persoons 115000km,fiat,2012,115000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1956.0,0.20593368237347295,unknown,unknown,8750.0
fiat fiat ducato 9 persoons 105000km,fiat,2012,105000.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,1956.0,0.20593368237347295,unknown,unknown,8750.0
mercedes benz c-klasse 220 cdi avantgarde navigaie led,mercedes,2014,91191.0,0.20593368237347295,Diesel,6.65,162.9596214511041,Manual,The Netherlands,2143.0,0.20593368237347295,unknown,unknown,17900.0
mitsubishi space star 1.0 bright automaat | climate control | dealer onderhouden | ...,mitsubishi,2015,24608.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Automatic,The Netherlands,999.0,0.20593368237347295,unknown,unknown,8740.0
peugeot 108 1.0 e-vti active | airco | 5-deurs | lederen multifunctioneel stuurw...,peugeot,2015,67034.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,998.0,0.20593368237347295,unknown,unknown,6395.0
ford ka 1.3,ford,2007,111630.0,0.20593368237347295,Petrol,6.65,162.9596214511041,Manual,The Netherlands,1299.0,0.20593368237347295,unknown,unknown,1500.0
